STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,COMMENT_OBS,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2009,9.065991,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2014,9.976219,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2011,10.4366,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2016,10.33527,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2012,10.70276,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2017,11.14872,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2013,10.82322,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2018,10.0193,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2014,9.976219,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2019,9.281869,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_10,Period: 2016-2020,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2016,10.33527,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_10,Period: 2016-2020,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2020,8.186724,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_11,Period: 2016-2021,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2016,10.33527,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARG,Argentina,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_11,Period: 2016-2021,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2021,9.252164,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2006,3.801858,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_4,Period: 2006-2011,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2011,4.03992,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2008,4.35143,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_12,Period: 2008-2013,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2013,4.19929,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2009,3.987071,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2014,4.227808,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2010,3.942129,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2015,4.462731,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2011,4.03992,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_7,Period: 2011-2016,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2016,4.512768,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2012,4.172843,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2017,4.561054,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2013,4.19929,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,ARM,Armenia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_C,Welfare type: Consumption,_Z,Not Applicable,2018,4.471209,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUS,Australia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_14,Period: 2014-2018,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2014,32.00325,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUS,Australia,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_14,Period: 2014-2018,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2018,31.38023,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2007,31.2862,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_5,Period: 2007-2012,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2012,31.87112,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2009,32.32273,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_6,Period: 2009-2014,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2014,33.09581,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2010,33.5059,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_13,Period: 2010-2015,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2015,32.72594,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2012,31.87112,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_8,Period: 2012-2017,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2017,34.23385,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2013,33.59188,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_3,Period: 2013-2018,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2018,33.82825,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2014,33.09581,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_9,Period: 2014-2019,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2019,34.9633,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.1),I,A,Annual,AUT,Austria,WB_SHP_MEANB40,Mean consumption or income per capita of bottom 40 percent population (2017 PPP $ per day),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD,US dollars,WB_SHP_PERIOD_15,Period: 2015-2020,WB_PIP_I,Welfare type: Income,_Z,Not Applicable,2015,32.72594,WB_SHP,Global Database Of Shared Prosperity,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
